school_id,region,division,language,n_test_takers,english_mps,filipino_mps,numeracy_mps,mother_tongue_mps,overall_mps
100864,Region I,La Union,Ilokano/Iloko,12,56.85185185185185,81.2962962962963,39.166666666666664,65.74074074074073,64.24731182795698
100869,Region I,La Union,Ilokano/Iloko,8,57.22222222222222,59.72222222222222,78.75,68.88888888888889,64.11290322580645
100880,Region I,La Union,Ilokano/Iloko,19,69.12280701754386,68.42105263157896,56.578947368421055,58.01169590643275,64.07470288624788
100876,Region I,La Union,Ilokano/Iloko,28,65.15873015873017,64.2063492063492,67.14285714285714,60.47619047619048,63.77880184331798
500357,Region I,La Union,Ilokano/Iloko,22,61.71717171717172,65.95959595959597,46.59090909090909,70.9090909090909,63.66568914956011
100875,Region I,La Union,Ilokano/Iloko,123,67.93134598012647,62.565492321589886,52.88617886178862,65.27551942186089,63.661159192237086
101078,Region I,La Union,Ilokano/Iloko,38,63.91812865497076,66.14035087719299,44.21052631578948,69.41520467836257,63.616298811544986
100968,Region I,La Union,Ilokano/Iloko,15,70.96296296296296,68.88888888888889,28.666666666666668,66.51851851851852,63.61290322580645
500797,Region I,La Union,Ilokano/Iloko,35,69.96825396825396,70.22222222222223,34.0,62.857142857142854,63.33640552995393
100932,Region I,La Union,Ilokano/Iloko,12,76.2962962962963,63.51851851851851,34.166666666666664,62.5925925925926,63.172043010752695
100939,Region I,La Union,Ilokano/Iloko,34,61.568627450980394,72.6797385620915,40.88235294117647,64.9673202614379,63.111954459203034
100848,Region I,La Union,Ilokano/Iloko,20,63.666666666666664,67.22222222222223,42.0,67.33333333333333,62.96774193548387
501196,Region I,La Union,Ilokano/Iloko,44,64.24242424242425,64.6969696969697,57.27272727272727,61.51515151515152,62.683284457478
100806,Region I,La Union,Ilokano/Iloko,38,54.56140350877194,68.3625730994152,65.13157894736842,63.91812865497076,62.64855687606112
100921,Region I,La Union,Ilokano/Iloko,74,63.66366366366367,66.63663663663664,50.608108108108105,62.25225225225225,62.43243243243243
100894,Region I,La Union,Ilokano/Iloko,55,61.45454545454545,64.36363636363636,42.63636363636364,69.6969696969697,62.26392961876834
100910,Region I,La Union,Ilokano/Iloko,3,54.814814814814824,64.44444444444444,51.66666666666667,71.85185185185186,62.15053763440859
100942,Region I,La Union,Ilokano/Iloko,19,65.38011695906434,63.27485380116959,43.1578947368421,66.08187134502924,62.10526315789473
500352,Region I,La Union,Ilokano/Iloko,45,58.617283950617285,68.5432098765432,44.88888888888889,66.12345679012346,61.90681003584229
100955,Region I,La Union,Ilokano/Iloko,29,51.4176245210728,71.57088122605363,51.20689655172414,67.27969348659003,61.84649610678532
100907,Region I,La Union,Ilokano/Iloko,41,59.13279132791328,63.956639566395665,61.58536585365854,62.33062330623306,61.778127458693945
100951,Region I,La Union,Ilokano/Iloko,43,73.95348837209302,64.34108527131784,40.46511627906977,55.1937984496124,61.395348837209305
100940,Region I,La Union,Ilokano/Iloko,150,65.85185185185186,63.46666666666667,50.53333333333334,58.14814814814815,60.946236559139784
100903,Region I,La Union,Ilokano/Iloko,30,51.03703703703703,71.03703703703704,45.83333333333333,66.0,60.516129032258064
100899,Region I,La Union,Ilokano/Iloko,26,62.9059829059829,62.9059829059829,37.69230769230769,65.64102564102564,60.44665012406948
100908,Region I,La Union,Ilokano/Iloko,83,57.269076305220885,62.78447121820616,46.566265060240966,66.61311914323962,60.20209871745045
100961,Region I,La Union,Ilokano/Iloko,77,64.04040404040403,61.81818181818181,48.44155844155845,58.84559884559884,59.87431922915794
100964,Region I,La Union,Ilokano/Iloko,84,61.69312169312169,63.06878306878307,46.011904761904766,60.74074074074073,59.7926267281106
101088,Region I,La Union,Ilokano/Iloko,6,59.25925925925927,61.85185185185185,53.33333333333333,61.111111111111114,59.78494623655915
151009,Region I,La Union,Ilokano/Iloko,52,61.19658119658119,58.162393162393165,53.55769230769231,62.350427350427346,59.66501240694788
100853,Region I,La Union,Ilokano/Iloko,22,54.84848484848486,58.78787878787879,65.22727272727272,62.323232323232325,59.50146627565983
100803,Region I,La Union,Ilokano/Iloko,33,62.42424242424242,62.08754208754209,43.48484848484848,60.67340067340068,59.374389051808414
500359,Region I,La Union,Ilokano/Iloko,17,64.57516339869281,62.22222222222222,39.705882352941174,58.95424836601307,59.05123339658444
500350,Region I,La Union,Ilokano/Iloko,23,60.289855072463766,62.31884057971014,40.869565217391305,62.1256038647343,58.906030855539974
100906,Region I,La Union,Ilokano/Iloko,33,65.993265993266,64.91582491582491,33.93939393939394,56.02693602693602,58.651026392961874
151002,Region I,La Union,Ilokano/Iloko,45,56.69135802469136,62.71604938271605,48.11111111111111,61.03703703703703,58.59498207885305
100969,Region I,La Union,Ilokano/Iloko,18,55.308641975308646,66.5432098765432,37.77777777777778,62.22222222222222,58.31541218637993
100817,Region I,La Union,Ilokano/Iloko,50,58.0,64.8,39.6,60.22222222222222,58.24516129032258
100805,Region I,La Union,Ilokano/Iloko,44,49.8989898989899,57.57575757575758,54.090909090909086,68.83838383838383,58.16715542521994
100947,Region I,La Union,Tagalog,51,61.52505446623094,74.29193899782135,11.568627450980394,,57.66488413547237
500362,Region I,La Union,Ilokano/Iloko,43,59.89664082687339,63.87596899224807,36.27906976744186,56.64082687338501,57.05926481620405
100931,Region I,La Union,Ilokano/Iloko,17,49.803921568627445,62.22222222222222,49.11764705882353,60.653594771241835,56.47058823529412
100801,Region I,La Union,Ilokano/Iloko,71,60.375586854460096,62.22222222222222,31.267605633802816,56.870109546165885,56.13811903680146
100855,Region I,La Union,Ilokano/Iloko,21,53.22751322751323,63.80952380952381,39.04761904761905,58.94179894179895,56.12903225806452
100965,Region I,La Union,Tagalog,30,57.55555555555556,61.55555555555556,36.5,,55.36363636363637
100912,Region I,La Union,Ilokano/Iloko,54,54.19753086419754,64.48559670781893,35.37037037037037,55.55555555555556,55.14934289127837
100960,Region I,La Union,Ilokano/Iloko,20,57.22222222222222,61.888888888888886,31.25,56.55555555555556,55.03225806451613
100867,Region I,La Union,Ilokano/Iloko,17,50.06535947712418,60.78431372549019,38.82352941176471,59.869281045751634,54.573055028463
100941,Region I,La Union,Ilokano/Iloko,11,50.3030303030303,55.75757575757576,45.0,61.81818181818181,54.54545454545454
100934,Region I,La Union,Ilokano/Iloko,27,53.66255144032922,57.61316872427984,38.51851851851852,59.01234567901235,54.408602150537625
101084,Region I,La Union,Ilokano/Iloko,14,60.0,57.61904761904761,33.214285714285715,53.492063492063494,53.96313364055299
100895,Region I,La Union,Ilokano/Iloko,71,53.208137715179966,58.9358372456964,36.83098591549296,56.33802816901409,53.666515220354384
100802,Region I,La Union,Ilokano/Iloko,17,55.947712418300654,59.47712418300654,32.05882352941177,55.16339869281046,53.66223908918406
100807,Region I,La Union,Ilokano/Iloko,29,57.08812260536399,59.38697318007663,32.41379310344827,53.86973180076628,53.63737486095661
500563,Region I,La Union,Ilokano/Iloko,63,47.901234567901234,52.098765432098766,53.25396825396825,61.022927689594354,53.62007168458781
500471,Region I,La Union,Ilokano/Iloko,17,49.01960784313726,64.31372549019608,37.352941176470594,54.509803921568626,53.54838709677419
100966,Region I,La Union,Ilokano/Iloko,13,71.96581196581197,53.504273504273506,50.0,36.58119658119658,53.49875930521091
100905,Region I,La Union,Ilokano/Iloko,34,55.490196078431374,57.189542483660134,31.323529411764707,56.01307189542484,53.01707779886148
100818,Region I,La Union,Ilokano/Iloko,54,53.62139917695473,56.46090534979424,38.98148148148148,53.78600823045268,52.60454002389486
151001,Region I,La Union,Ilokano/Iloko,28,51.666666666666664,60.158730158730165,30.0,54.60317460317461,52.18894009216589
100959,Region I,La Union,Ilokano/Iloko,18,52.962962962962955,55.55555555555556,30.833333333333336,57.4074074074074,52.1505376344086
100897,Region I,La Union,Ilokano/Iloko,23,51.787439613526566,57.48792270531401,35.0,52.56038647342994,51.50070126227209
100892,Region I,La Union,Ilokano/Iloko,33,55.35353535353536,54.006734006734014,28.18181818181818,54.68013468013468,51.26099706744868
100811,Region I,La Union,Ilokano/Iloko,52,51.45299145299145,54.57264957264957,41.44230769230769,51.666666666666664,51.12903225806452
100915,Region I,La Union,Ilokano/Iloko,60,48.51851851851851,59.333333333333336,39.33333333333333,48.851851851851855,50.56989247311828
100816,Region I,La Union,Ilokano/Iloko,71,49.79655712050078,51.924882629107984,33.52112676056338,53.6150234741784,49.422989550204456
100909,Region I,La Union,Ilokano/Iloko,33,50.235690235690235,51.986531986531986,38.18181818181818,50.976430976430976,49.40371456500489
100810,Region I,La Union,Ilokano/Iloko,40,47.44444444444444,53.111111111111114,48.25,45.72222222222222,48.69354838709677
100917,Region I,La Union,Ilokano/Iloko,33,46.936026936026934,50.63973063973064,38.03030303030303,50.033670033670035,47.76148582600195
100862,Region I,La Union,Ilokano/Iloko,13,42.9059829059829,50.085470085470085,38.46153846153847,53.333333333333336,47.44416873449131
100851,Region I,La Union,Ilokano/Iloko,18,47.65432098765432,46.913580246913575,30.555555555555554,44.691358024691354,44.37275985663082
100925,Region I,La Union,Ilokano/Iloko,24,45.27777777777778,47.685185185185176,29.791666666666664,46.20370370370371,44.247311827956985
500353,Region I,La Union,Ilokano/Iloko,49,39.22902494331066,49.0702947845805,38.06122448979592,46.802721088435376,44.134298880842664
500363,Region I,La Union,Ilokano/Iloko,18,43.58024691358025,44.44444444444444,24.444444444444446,52.22222222222222,43.87096774193548
101083,Region I,La Union,Ilokano/Iloko,8,43.05555555555556,47.77777777777778,31.25,40.0,42.016129032258064
102190,Region I,Laoag City,Ilokano/Iloko,40,95.22222222222224,92.38888888888889,87.37500000000001,88.0,91.29032258064515
102200,Region I,Laoag City,Ilokano/Iloko,23,93.14009661835748,85.5072463768116,87.17391304347827,82.41545893719808,87.04067321178121
102209,Region I,Laoag City,Ilokano/Iloko,66,79.39393939393939,78.98989898989899,82.34848484848484,79.05723905723906,79.56011730205279
102193,Region I,Laoag City,Ilokano/Iloko,39,82.05128205128204,82.3931623931624,52.69230769230769,86.15384615384615,79.55334987593052
102187,Region I,Laoag City,Ilokano/Iloko,26,74.01709401709401,77.0940170940171,86.53846153846153,81.96581196581197,78.83374689826303
102182,Region I,Laoag City,Ilokano/Iloko,40,76.22222222222221,81.33333333333333,70.5,80.0,78.06451612903226
102205,Region I,Laoag City,Ilokano/Iloko,30,73.62962962962963,78.66666666666667,68.83333333333334,76.66666666666667,75.35483870967742
102211,Region I,Laoag City,Ilokano/Iloko,57,80.62378167641326,75.36062378167641,64.91228070175438,72.90448343079923,74.82739105829089
500056,Region I,Laoag City,Ilokano/Iloko,54,73.86831275720164,75.88477366255142,71.85185185185185,75.1028806584362,74.55197132616487
102192,Region I,Laoag City,Ilokano/Iloko,30,72.96296296296296,74.5185185185185,73.16666666666666,75.70370370370371,74.23655913978494
102208,Region I,Laoag City,Ilokano/Iloko,30,75.03703703703704,81.55555555555557,39.5,79.33333333333334,73.59139784946237
102204,Region I,Laoag City,Ilokano/Iloko,21,75.44973544973544,66.56084656084657,67.85714285714286,79.15343915343915,72.9646697388633
102195,Region I,Laoag City,Ilokano/Iloko,151,75.467255334805,71.27299484915379,60.4635761589404,72.31788079470199,71.39927365947447
500742,Region I,Laoag City,Ilokano/Iloko,24,78.14814814814814,74.35185185185186,57.29166666666667,67.87037037037038,71.37096774193549
102194,Region I,Laoag City,Ilokano/Iloko,13,69.57264957264957,72.64957264957266,51.53846153846155,80.68376068376068,71.36476426799007
102199,Region I,Laoag City,Ilokano/Iloko,105,69.82010582010582,67.87301587301589,67.42857142857143,75.44973544973544,70.58064516129032
102197,Region I,Laoag City,Ilokano/Iloko,11,68.48484848484848,73.13131313131312,60.909090909090914,72.72727272727272,70.08797653958945
102196,Region I,Laoag City,Ilokano/Iloko,34,64.50980392156863,66.79738562091504,68.82352941176471,77.6470588235294,69.54459203036053
102210,Region I,Laoag City,Ilokano/Iloko,29,66.81992337164752,67.5095785440613,69.48275862068965,71.11111111111111,68.60956618464961
502262,Region I,Laoag City,Ilokano/Iloko,86,68.9922480620155,68.2170542635659,63.604651162790695,67.59689922480621,67.66691672918229
102186,Region I,Laoag City,Ilokano/Iloko,77,67.33044733044733,71.1976911976912,39.54545454545455,74.37229437229436,66.91244239631335
102202,Region I,Laoag City,Ilokano/Iloko,29,67.5095785440613,69.88505747126436,51.379310344827594,68.35249042145594,66.36262513904339
102203,Region I,Laoag City,Ilokano/Iloko,75,71.46666666666665,73.54074074074074,44.46666666666666,62.75555555555555,66.05591397849463
102189,Region I,Laoag City,Ilokano/Iloko,17,74.50980392156863,78.56209150326796,0.0,73.59477124183006,65.80645161290323
102206,Region I,Laoag City,Ilokano/Iloko,25,57.24444444444445,69.5111111111111,65.2,68.62222222222222,65.13548387096775
102212,Region I,Laoag City,Ilokano/Iloko,53,70.77568134171908,64.15094339622641,65.75471698113208,54.75890985324948,63.55447352404139
102191,Region I,Laoag City,Ilokano/Iloko,48,67.17592592592594,61.111111111111114,49.16666666666667,56.666666666666664,60.04032258064516
102188,Region I,Laoag City,Ilokano/Iloko,22,63.333333333333336,68.28282828282828,50.90909090909091,48.28282828282828,58.79765395894428
153001,Region I,Laoag City,Ilokano/Iloko,128,60.12152777777778,58.454861111111114,46.5625,61.37152777777778,58.25100806451613
102198,Region I,Laoag City,Ilokano/Iloko,18,58.76543209876543,60.74074074074073,40.0,61.60493827160494,57.74193548387097
102201,Region I,Laoag City,Ilokano/Iloko,32,54.513888888888886,53.263888888888886,38.75,62.291666666666664,54.375
102207,Region I,Laoag City,Ilokano/Iloko,15,51.7037037037037,56.29629629629629,33.333333333333336,51.111111111111114,50.49462365591398
102213,Region I,Laoag City,Ilokano/Iloko,29,45.7471264367816,49.34865900383142,36.72413793103448,49.88505747126436,46.82981090100112
102183,Region I,Laoag City,Ilokano/Iloko,11,51.111111111111114,48.28282828282828,25.0,49.8989898989899,46.56891495601173
101382,Region I,Pangasinan I (Lingayen),Pangasinan/Pangasinense,22,89.39393939393939,90.9090909090909,87.27272727272727,85.85858585858585,88.53372434017595
101381,Region I,Pangasinan I (Lingayen),Tagalog,36,87.03703703703704,86.72839506172839,92.08333333333334,,87.82828282828282
101306,Region I,Pangasinan I (Lingayen),Tagalog,45,91.4074074074074,82.51851851851852,87.77777777777779,,87.11111111111111
101289,Region I,Pangasinan I (Lingayen),Tagalog,88,86.64141414141415,89.92424242424244,75.11363636363636,,85.88842975206613
101564,Region I,Pangasinan I (Lingayen),Tagalog,50,84.13333333333334,83.3777777777778,90.2,,84.92727272727272
101251,Region I,Pangasinan I (Lingayen),Tagalog,11,75.95959595959596,91.11111111111111,88.18181818181819,,84.3801652892562
101326,Region I,Pangasinan I (Lingayen),Tagalog,78,82.50712250712252,84.92877492877493,84.35897435897436,,83.83449883449883
101163,Region I,Pangasinan I (Lingayen),Tagalog,52,84.1880341880342,82.52136752136752,77.3076923076923,,82.25524475524475
101262,Region I,Pangasinan I (Lingayen),Pangasinan/Pangasinense,53,86.9601677148847,92.49475890985325,65.47169811320755,71.9077568134172,81.42422398052342
101333,Region I,Pangasinan I (Lingayen),Tagalog,18,80.98765432098766,85.4320987654321,71.38888888888889,,81.06060606060608
101312,Region I,Pangasinan I (Lingayen),Tagalog,129,78.86304909560724,79.63824289405684,85.03875968992247,,80.3030303030303
101327,Region I,Pangasinan I (Lingayen),Pangasinan/Pangasinense,58,78.46743295019157,84.32950191570882,79.65517241379311,75.67049808429118,79.51056729699665
101331,Region I,Pangasinan I (Lingayen),Tagalog,51,79.2156862745098,78.38779956427015,77.94117647058823,,78.64527629233513
101151,Region I,Pangasinan I (Lingayen),Pangasinan/Pangasinense,49,79.77324263038548,79.9092970521542,80.20408163265307,75.41950113378685,78.60434496379197
101534,Region I,Pangasinan I (Lingayen),Pangasinan/Pangasinense,33,76.96969696969697,87.54208754208753,60.3030303030303,78.85521885521885,78.43597262952102
101282,Region I,Pangasinan I (Lingayen),Pangasinan/Pangasinense,61,81.82149362477232,82.76867030965391,75.49180327868854,71.3296903460838,78.23373876255948
101541,Region I,Pangasinan I (Lingayen),Tagalog,15,75.55555555555556,84.29629629629629,70.33333333333334,,78.18181818181819
101443,Region I,Pangasinan I (Lingayen),Ilokano/Iloko,21,70.26455026455027,81.9047619047619,78.0952380952381,79.78835978835978,77.41935483870968
101568,Region I,Pangasinan I (Lingayen),Tagalog,74,75.28528528528528,74.77477477477477,84.3918918918919,,76.73218673218673
101330,Region I,Pangasinan I (Lingayen),Tagalog,88,77.95454545454545,74.04040404040404,75.85227272727272,,75.97107438016529
101524,Region I,Pangasinan I (Lingayen),Tagalog,12,75.0,72.77777777777777,84.16666666666666,,75.75757575757575
101433,Region I,Pangasinan I (Lingayen),Tagalog,24,74.35185185185186,71.66666666666667,86.66666666666666,,75.49242424242425
101428,Region I,Pangasinan I (Lingayen),Tagalog,46,72.17391304347827,72.94685990338165,83.58695652173913,,74.56521739130434
101279,Region I,Pangasinan I (Lingayen),Pangasinan/Pangasinense,70,78.22222222222223,70.41269841269842,81.0,71.36507936507937,74.3225806451613
101449,Region I,Pangasinan I (Lingayen),Tagalog,11,67.87878787878788,73.53535353535355,86.81818181818181,,73.63636363636364
101518,Region I,Pangasinan I (Lingayen),Pangasinan/Pangasinense,19,76.60818713450293,75.43859649122807,68.15789473684211,70.29239766081871,73.3446519524618
101264,Region I,Pangasinan I (Lingayen),Tagalog,51,66.40522875816994,76.25272331154683,81.56862745098039,,73.19073083778967
101266,Region I,Pangasinan I (Lingayen),Tagalog,59,71.14877589453862,71.71374764595103,74.7457627118644,,72.03389830508475
101392,Region I,Pangasinan I (Lingayen),Pangasinan/Pangasinense,80,77.0,68.0,72.5625,70.41666666666667,71.90322580645162
101429,Region I,Pangasinan I (Lingayen),Tagalog,128,60.86805555555556,79.82638888888889,78.75,,71.875
101396,Region I,Pangasinan I (Lingayen),Pangasinan/Pangasinense,25,76.8,71.55555555555557,67.6,67.55555555555556,71.40645161290323
101317,Region I,Pangasinan I (Lingayen),Tagalog,53,62.473794549266245,77.27463312368972,77.54716981132074,,71.26929674099485
101530,Region I,Pangasinan I (Lingayen),Ilokano/Iloko,10,72.22222222222223,74.22222222222223,68.0,66.88888888888889,70.70967741935483
500619,Region I,Pangasinan I (Lingayen),Pangasinan/Pangasinense,49,64.67120181405896,81.04308390022675,66.53061224489795,67.70975056689342,70.54641211323239
101280,Region I,Pangasinan I (Lingayen),Pangasinan/Pangasinense,75,80.35555555555554,72.38518518518518,58.6,64.11851851851851,70.52043010752689
101324,Region I,Pangasinan I (Lingayen),Pangasinan/Pangasinense,30,73.33333333333333,73.25925925925927,59.5,68.88888888888889,70.23655913978494
101442,Region I,Pangasinan I (Lingayen),Tagalog,17,75.55555555555556,73.98692810457517,49.705882352941174,,70.2139037433155
101270,Region I,Pangasinan I (Lingayen),Tagalog,35,72.88888888888889,66.03174603174604,73.57142857142857,,70.20779220779221
101517,Region I,Pangasinan I (Lingayen),Tagalog,26,66.06837606837607,77.35042735042734,63.26923076923076,,70.17482517482517
101261,Region I,Pangasinan I (Lingayen),Pangasinan/Pangasinense,53,67.71488469601678,70.020964360587,69.0566037735849,69.55974842767296,69.09312233718808
101243,Region I,Pangasinan I (Lingayen),Ilokano/Iloko,64,62.986111111111114,72.60416666666667,72.34375,69.96527777777777,69.01209677419355
101309,Region I,Pangasinan I (Lingayen),Tagalog,92,70.24154589371982,72.43961352657006,56.63043478260869,,68.66600790513834
101276,Region I,Pangasinan I (Lingayen),Tagalog,39,70.42735042735043,68.77492877492878,61.53846153846155,,68.13519813519812
101374,Region I,Pangasinan I (Lingayen),Tagalog,30,65.85185185185186,71.85185185185186,64.83333333333334,,68.12121212121212
101430,Region I,Pangasinan I (Lingayen),Tagalog,56,64.44444444444444,71.5873015873016,68.48214285714286,,68.10064935064936
101549,Region I,Pangasinan I (Lingayen),Pangasinan/Pangasinense,45,67.55555555555556,77.82716049382717,60.0,61.82716049382716,67.89964157706092
101570,Region I,Pangasinan I (Lingayen),Tagalog,112,62.97619047619048,70.69444444444444,72.58928571428571,,67.88149350649351
101263,Region I,Pangasinan I (Lingayen),Pangasinan/Pangasinense,33,64.64646464646465,70.57239057239057,66.36363636363636,68.08080808080808,67.58553274682308
101272,Region I,Pangasinan I (Lingayen),Tagalog,59,71.22410546139359,68.47457627118644,56.1864406779661,,67.36517719568567
101431,Region I,Pangasinan I (Lingayen),Pangasinan/Pangasinense,21,65.39682539682539,75.66137566137567,57.38095238095239,65.39682539682539,67.3425499231951
101310,Region I,Pangasinan I (Lingayen),Tagalog,36,65.74074074074073,72.8395061728395,58.05555555555556,,67.24747474747475
101281,Region I,Pangasinan I (Lingayen),Pangasinan/Pangasinense,79,57.91842475386779,70.54852320675104,78.41772151898735,66.91983122362869,66.84360963658636
101542,Region I,Pangasinan I (Lingayen),Tagalog,29,65.6704980842912,63.754789272030656,75.51724137931035,,66.67711598746081
101334,Region I,Pangasinan I (Lingayen),Pangasinan/Pangasinense,72,69.53703703703704,73.39506172839506,49.16666666666667,64.38271604938271,66.53225806451613
101278,Region I,Pangasinan I (Lingayen),Tagalog,52,65.2991452991453,70.12820512820512,61.15384615384615,,66.52097902097903
101533,Region I,Pangasinan I (Lingayen),Pangasinan/Pangasinense,26,71.11111111111111,72.56410256410255,53.46153846153845,61.53846153846155,66.47642679900744
101275,Region I,Pangasinan I (Lingayen),Tagalog,29,65.51724137931035,67.43295019157088,62.93103448275862,,65.8307210031348
101328,Region I,Pangasinan I (Lingayen),Pangasinan/Pangasinense,47,61.70212765957447,70.92198581560284,65.0,64.20803782505911,65.53191489361701
101439,Region I,Pangasinan I (Lingayen),Pangasinan/Pangasinense,61,65.31876138433516,72.13114754098362,65.57377049180329,59.0528233151184,65.51031200423057
101552,Region I,Pangasinan I (Lingayen),Pangasinan/Pangasinense,19,55.204678362573105,71.92982456140352,72.63157894736842,65.38011695906434,65.26315789473685
101416,Region I,Pangasinan I (Lingayen),Pangasinan/Pangasinense,81,72.75720164609054,64.60905349794238,59.69135802469136,60.41152263374486,65.12146555157308
101379,Region I,Pangasinan I (Lingayen),Pangasinan/Pangasinense,61,63.861566484517304,70.52823315118397,56.14754098360656,64.9544626593807,65.11898466419883
101308,Region I,Pangasinan I (Lingayen),Pangasinan/Pangasinense,51,61.91721132897604,69.89106753812636,60.0,65.75163398692811,65.09803921568627
101241,Region I,Pangasinan I (Lingayen),Tagalog,27,60.82304526748971,71.35802469135803,59.44444444444444,,64.88215488215488
101544,Region I,Pangasinan I (Lingayen),Pangasinan/Pangasinense,71,61.377151799687006,68.01251956181534,66.97183098591549,63.84976525821597,64.7432985006815
101238,Region I,Pangasinan I (Lingayen),Tagalog,21,68.57142857142857,60.31746031746032,65.0,,64.54545454545455
101538,Region I,Pangasinan I (Lingayen),Pangasinan/Pangasinense,84,67.16931216931216,71.13756613756614,55.95238095238095,58.042328042328045,64.22427035330261
101559,Region I,Pangasinan I (Lingayen),Pangasinan/Pangasinense,40,71.61111111111111,64.83333333333333,58.875,57.888888888888886,64.01612903225806
101225,Region I,Pangasinan I (Lingayen),Tagalog,20,60.22222222222222,71.33333333333333,55.0,,63.81818181818182
101522,Region I,Pangasinan I (Lingayen),Tagalog,21,63.17460317460317,67.51322751322752,55.23809523809524,,63.50649350649351
151523,Region I,Pangasinan I (Lingayen),Tagalog,53,54.12997903563941,67.33752620545073,75.0,,63.327615780445974
101273,Region I,Pangasinan I (Lingayen),Pangasinan/Pangasinense,53,64.65408805031447,53.62683438155136,66.0377358490566,70.23060796645703,63.25015216068168
502457,Region I,Pangasinan I (Lingayen),Ilokano/Iloko,2,68.88888888888889,65.55555555555556,45.0,63.333333333333336,63.225806451612904
101536,Region I,Pangasinan I (Lingayen),Pangasinan/Pangasinense,51,54.85838779956428,66.97167755991285,62.549019607843135,68.01742919389979,63.18785578747628
101572,Region I,Pangasinan I (Lingayen),Tagalog,96,58.42592592592593,67.43055555555556,62.86458333333333,,62.916666666666664
101152,Region I,Pangasinan I (Lingayen),Tagalog,49,65.75963718820861,53.78684807256236,76.93877551020408,,62.894248608534326
101157,Region I,Pangasinan I (Lingayen),Tagalog,26,60.5982905982906,64.7008547008547,63.26923076923076,,62.76223776223776
500609,Region I,Pangasinan I (Lingayen),Ilokano/Iloko,19,63.62573099415204,69.59064327485379,59.47368421052632,56.37426900584796,62.71646859083192
101436,Region I,Pangasinan I (Lingayen),Pangasinan/Pangasinense,55,61.21212121212121,59.47474747474747,60.45454545454546,68.08080808080808,62.60410557184751
101395,Region I,Pangasinan I (Lingayen),Pangasinan/Pangasinense,40,61.5,67.83333333333333,65.625,56.666666666666664,62.46774193548387
101532,Region I,Pangasinan I (Lingayen),Pangasinan/Pangasinense,53,71.02725366876311,62.59958071278826,57.264150943396224,55.9748427672956,62.43457090687766
101440,Region I,Pangasinan I (Lingayen),Pangasinan/Pangasinense,47,65.2482269503546,66.24113475177305,54.7872340425532,58.2033096926714,62.14138641043239
101154,Region I,Pangasinan I (Lingayen),Pangasinan/Pangasinense,68,65.68627450980392,64.37908496732027,82.13235294117646,45.78431372549019,61.65085388994307
101515,Region I,Pangasinan I (Lingayen),Tagalog,14,60.0,66.5079365079365,53.92857142857143,,61.55844155844155
101415,Region I,Pangasinan I (Lingayen),Pangasinan/Pangasinense,66,58.58585858585859,61.986531986531986,60.530303030303024,63.67003367003367,61.30009775171066
101399,Region I,Pangasinan I (Lingayen),Pangasinan/Pangasinense,90,59.7037037037037,63.35802469135803,65.33333333333334,58.49382716049383,61.13978494623655
101535,Region I,Pangasinan I (Lingayen),Pangasinan/Pangasinense,18,62.22222222222222,65.80246913580247,46.66666666666667,61.35802469135802,61.00358422939069
101432,Region I,Pangasinan I (Lingayen),Tagalog,93,53.500597371565114,64.58781362007169,69.73118279569891,,60.98729227761486
101546,Region I,Pangasinan I (Lingayen),Tagalog,265,61.92033542976939,61.886792452830186,56.66037735849056,,60.95025728987993
151522,Region I,Pangasinan I (Lingayen),Pangasinan/Pangasinense,37,59.3993993993994,75.31531531531533,47.432432432432435,53.993993993994,60.90671316477768
101332,Region I,Pangasinan I (Lingayen),Pangasinan/Pangasinense,38,57.953216374269,68.3625730994152,52.631578947368425,58.888888888888886,60.560271646859086
101244,Region I,Pangasinan I (Lingayen),Ilokano/Iloko,48,54.39814814814815,66.80555555555556,60.52083333333333,60.138888888888886,60.45698924731182
101531,Region I,Pangasinan I (Lingayen),Tagalog,47,62.364066193853425,61.9385342789598,49.36170212765957,,59.825918762088975
101563,Region I,Pangasinan I (Lingayen),Tagalog,47,56.59574468085106,66.7612293144208,50.63829787234043,,59.67117988394584
101298,Region I,Pangasinan I (Lingayen),Pangasinan/Pangasinense,54,62.510288065843625,62.839506172839506,56.85185185185185,54.8559670781893,59.65352449223416
101558,Region I,Pangasinan I (Lingayen),Tagalog,47,55.50827423167849,63.54609929078014,60.0,,59.613152804642176
101417,Region I,Pangasinan I (Lingayen),Tagalog,25,60.266666666666666,50.84444444444444,77.6,,59.56363636363636
101390,Region I,Pangasinan I (Lingayen),Pangasinan/Pangasinense,80,64.91666666666667,73.30555555555554,36.25,50.388888888888886,59.435483870967744
101445,Region I,Pangasinan I (Lingayen),Ilokano/Iloko,38,55.78947368421053,55.146198830409354,57.5,66.02339181286548,58.79456706281833
101329,Region I,Pangasinan I (Lingayen),Tagalog,59,54.011299435028256,61.5819209039548,63.135593220338976,,58.7673343605547
101384,Region I,Pangasinan I (Lingayen),Pangasinan/Pangasinense,32,57.43055555555556,61.59722222222222,58.75,55.208333333333336,58.16532258064516
101577,Region I,Pangasinan I (Lingayen),Tagalog,41,53.87533875338752,64.39024390243902,51.829268292682926,,57.804878048780495
101236,Region I,Pangasinan I (Lingayen),Tagalog,26,55.55555555555556,65.98290598290599,44.23076923076923,,57.76223776223777
